,0,1,2,3,4,5,6,7,8,9,10
542,543,(2015),音乐,青狐妖   表情控 - 田小小11 ,田小小11,田小小11,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-14,豆瓣：3.0 
543,544,(2015),电影,喜马拉雅天梯 ,萧寒 / 梁君健,索朗多吉 / 普布顿珠 / 格桑央宗 / 次仁多布杰 / 加布,纪录片,中国大陆,高清,2015-10-16(中国大陆),豆瓣：7.3 
544,545,(2013),午夜,"玫瑰汽车旅馆 가자, 장미여관으로 ",Sin Jeong-gyoon,Seong Eun-chae / Jang Seong-won,剧情 / 爱情 / 情色,韩国,高清无字幕,2013-08-14(韩国),豆瓣：4.1 
545,546,(2015),电影,吹灯笔记 ,刘定,林思海 / 姚振宇 / 袁雨嫣 / 耿博文,剧情 / 恐怖,中国大陆,高清,2015-11-10,豆瓣：3.0 
546,547,(2015),电影,贱男歼灭队 ,阿峥/少永,齐炫宇 / 沈璐 / 唐秦 / 袁乙心 / 颜喻 / 彭波 / 王心海 / 吴苏航,剧情 / 喜剧 / 动作 / 爱情,中国大陆,高清,2015-11-13,豆瓣：4.0 
547,548,(2015),电影,炮灰 ,刘铁键,边加威 / 王梓楠,剧情 / 爱情,中国大陆,高清国语,2015-11-13,豆瓣：3.0 
548,549,(2012),电影,起名风波 Le prénom ,亚历山大·德·拉·巴特里耶 / 马修·德拉波特,帕特里克·布鲁尔 / 瓦莱丽·本圭圭 / 查尔斯·贝尔林 / 吉约姆·德·东克戴克 / 朱迪斯·厄尔·泽恩 / 弗兰西丝·法比安,喜剧,法国,高清中字,2012-04-25(法国),豆瓣：7.8 
549,550,(2015),电影,鸡皮疙瘩 Goosebumps ,罗伯·莱特曼,杰克·布莱克 / 迪兰·明奈特 / 奥德娅·拉什 / 艾米·莱安 / 李·瑞恩 / 吉莉恩·贝尔 / 豪斯顿·塞奇 / 肯·马里诺 / 库梅尔·南贾尼 / 斯蒂文·克鲁格 / 卡兰·索尼 / E·罗杰·米切尔 / 艾拉·瓦勒斯泰特 / 蒂莫西·西蒙斯 /,喜剧 / 动作 / 奇幻 / 冒险,美国 / 澳大利亚,高清中字,2015-10-16(美国),豆瓣：6.5 
550,551,(2014),电影,玩具总动员：遗忘的时光 Toy Story That Time Forgot ,Steve Purcell,汤姆·汉克斯 / 蒂姆·艾伦 / 克里斯汀·沙尔 / 凯文·麦克基德 / 埃米莉·哈恩 / 华莱士·肖恩 / 唐·里克斯 / 彼德·切尔瑟姆 / 提摩西·道尔顿 / 琼·库萨克 / 罗里·艾伦 / 罗恩·博蒂塔,动画 / 短片,美国,高清中字,2014-12-02(美国),豆瓣：7.6 
551,552,(1985),电影,回到未来 Back to the Future ,罗伯特·泽米吉斯,迈克尔·J·福克斯 / 克里斯托弗·洛伊德 / 莉·汤普森 / 克里斯平·格洛弗 / 克劳迪娅·韦尔斯 / 托马斯·F·威尔森 / 马克·麦克卢尔 / 温迪·乔·斯佩博 / George DiCenzo,喜剧 / 科幻 / 冒险,美国,高清中字,1985-07-03,豆瓣：8.4 
552,553,(1989),电影,回到未来2 Back to the Future Part II ,罗伯特·泽米吉斯,迈克尔·J·福克斯 / 克里斯托弗·洛伊德 / 莉·汤普森 / 托马斯·F·威尔森 / 伊丽莎白·苏 / 伊利亚·伍德,喜剧 / 科幻 / 冒险,美国,高清中字,1989-11-22,豆瓣：8.2 
553,554,(1990),电影,回到未来3 Back to the Future Part III ,罗伯特·泽米吉斯,迈克尔·J·福克斯 / 克里斯托弗·洛伊德 / 玛丽·斯汀伯根 / 莉·汤普森 / 伊丽莎白·苏,喜剧 / 科幻 / 冒险,美国,高清中字,1990-05-25,豆瓣：8.2 
554,555,(2005),电影,电锯惊魂2·死亡困局 ,达伦·林恩·鲍斯曼,唐尼·沃尔伯格 / 肖妮·史密斯 / 托宾·贝尔 / 黛安·克鲁格 / 埃里克·克诺德森,惊悚 / 血腥 / 暴力,美国 / 加拿大,高清中字,2005-10-28（美国）,豆瓣：8.0 
555,556,(2006),,电锯惊魂3·死神在齿 ,达伦·林恩·鲍斯曼,托宾·贝尔 / 安古斯·麦克菲登 / 戴安·梅尔 / 薛妮·史密斯 / 雷·沃纳尔 / 贝海儿·舒米克,惊悚 / 血腥 / 暴力,美国,高清中字,2006-10-27,豆瓣：8.4 
556,557,(2007),,电锯惊魂4·回头是岸 ,达伦·林恩·鲍斯曼,斯科特·帕特森 / 托宾·贝尔 / 贝茜·拉塞尔,惊悚 / 血腥 / 暴力,美国,高清中字,2007-10-26,豆瓣：8.4 
557,558,(2015),电影,年少轻狂 ,戴睿,陈妍希 / 郑恺 / 包贝尔 / 孙坚 / 唐艺昕 / 王永强 / 周采诗 / 唐振刚 / 邓美恩 / 白梓轩,喜剧 / 爱情,中国大陆,高清国语,2015-11-13(中国大陆),豆瓣：3.9 
558,559,(2008),,电锯惊魂5·人面兽心 ,大卫·海克尔,肖妮·史密斯 / 斯科特·帕特森 / 考斯塔斯·曼迪勒 / 托宾·贝尔 / 贝茜·拉塞尔,惊悚 / 血腥 / 暴力 / 悬疑,美国 / 加拿大,高清中字,2008-10-23(澳大利亚) / 2008-10-24(美国),豆瓣：8.4 
559,560,(2009),,电锯惊魂6·万罚朝中 ,凯文·格劳特 Kevin Greutert,托宾·贝尔 / 考斯塔斯·曼迪勒 / 马克·罗斯顿 / 贝茜·拉塞尔,动作 / 恐怖 / 悬疑 / 犯罪,美国,高清中字,2009-10-22,豆瓣：8.0 
560,561,(2010),,电锯惊魂7·终极审判 ,Kevin Greutert,托宾·贝尔 Tobin Bell / 坦迪亚·霍华德 Tanedra Howard / 加利·艾尔维斯 / 科斯塔斯·曼迪勒,惊悚 / 恐怖 / 警匪 / 悬疑,美国,高清中字,2010-10-21,豆瓣：8.4 
561,562,(2012),午夜,春宫图 おんな浮世繪師 ,藤原健一,织田真子 / 山口真里,剧情 / 古装 / 情色,日本,高清中字,2012-03-03(日本),豆瓣：6.0 
562,563,(2008),电视剧,牵牛花开的日子 牽牛花開的日子 ,叶鸿伟 / 杨冠玉 / 柯政铭 / 于中中,吴奇隆 / 窦智孔 / 杨谨华 / 梁又琳 / 张天霖 / 李佳豫 / 汪政纬 / 林利霏,剧情 / 爱情 / 家庭,台湾,30集已完结,2008-09-08,豆瓣：8.1 
563,564,(2015),音乐,唐古拉 - 江西の忆蕾做你心上的人 ,江西の忆蕾做你心上的人,江西の忆蕾做你心上的人,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-15,豆瓣：5.5 
564,565,(2015),音乐,盖世奇缘游戏主题曲) - 李雪薇 ,李雪薇,李雪薇,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-15,豆瓣：9.4 
565,566,(2015),音乐,除了你 - 天下- ⊹⊱ 呗珍  湖北妹子求棒棒糖 ,天下- ⊹⊱ 呗珍  湖北妹子求棒棒糖,天下- ⊹⊱ 呗珍  湖北妹子求棒棒糖,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-15,豆瓣：1.4 
566,567,(2015),音乐,南山南曲忧伤 - Mc苏芊芊 ,Mc苏芊芊,Mc苏芊芊,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-15,豆瓣：6.4 
567,568,(1998),电影,天生一对 The Parent Trap ,南希·迈耶斯,琳赛·洛翰 / 丹尼斯·奎德 / 娜塔莎·理查德森 / 伊莲·亨德里克斯 / 丽萨·安·沃尔特 / 西蒙·坤茨 / 罗尼·斯蒂芬斯 / 玛姬·惠勒,剧情 / 喜剧 / 爱情 / 家庭 / 儿童,美国,高清中字,1998-07-29(美国),豆瓣：8.3 
568,569,(2015),电影,天眼传奇 ,蔡志忠 / 蔡明钦,张美娟 / 苏俣 / 刘浏 / 郑炼 / 高旭东 / 孙金良 / 郝俊越 / 马语非 / 陈大刚,动画 / 奇幻 / 冒险,中国大陆,高清,2015-10-01(中国大陆),豆瓣：4.7 
569,570,(2011),电影,赛尔号大电影之寻找凤凰神兽 ,,张杰 / 武艺 / 曾轶可 / 何炅 / 李炜 / 谭杰希,动画 / 奇幻 / 冒险,中国大陆,高清,2011-07-28(中国大陆),豆瓣：3.2 
570,571,(2012),电影,赛尔号大电影2之雷伊与迈尔斯 ,王章俊 / 付杰,武艺 / 张杰 / 曾轶可,动画 / 奇幻 / 冒险,中国大陆,高清,2012-06-28(中国大陆),豆瓣：4.0 
571,572,(2013),电影,赛尔号大电影3之战神联盟 ,王章俊 / 殷玉麒,杨欧 / 张安琪 / 樊俊航 / 苏鑫 / 贾志超 / 刘钦 / 夏磊 / 杨梦露 / 孟祥龙 / 游军,动画 / 儿童 / 冒险,中国大陆,高清,2013-07-12(中国大陆),豆瓣：4.6 
572,573,(2014),电影,赛尔号大电影4：圣魔之战 ,王章俊 / 殷玉麒,杨鸥 / 张安琪 / 樊俊航 / 孟祥龙 / 游君 / 袁国庆 / 苏鑫 / 贾志超 / 夏磊 / 刘钦 / 杨梦露,剧情 / 动画 / 儿童 / 冒险,中国大陆,高清,2014-07-10(中国大陆),豆瓣：4.3 
573,574,(2015),电影,垫底辣妹 ビリギャル ,土井裕泰,有村架纯 / 伊藤淳史 / 吉田羊 / 田中哲司 / 野村周平 / 安田显,剧情,日本,高清中字,2015-05-01(日本),豆瓣：8.3 
574,575,(2015),电影,生死门之夺命电梯 ,陈小桃,沈驰 / 李舒雯 / 周末 / 舒雅 / 刘冯合欢 / 赵三石 / 郑拓疆,惊悚,中国大陆,高清,2015-11,豆瓣：3.0 
575,576,(2015),电影,鬼诱 ,房映华,孙逢苑 / 李东明 / 房映华 / 方言,悬疑 / 惊悚 / 犯罪 / 奇幻,中国大陆,高清,2015-11,豆瓣：4.0 
576,577,(1994),电视剧,老友记 第一季（未删减版） Friends Season 1 ,大卫·克拉尼 / 玛尔塔·考夫曼,詹妮弗·安妮斯顿 / 柯特妮·考克斯 / 丽莎·库卓 / 马特·勒布朗 / 马修·派瑞 / 大卫·休默 / 詹姆斯·迈克尔·泰勒,喜剧 / 爱情,美国,24集已完结,1994-09-22(美国),豆瓣：9.6 
577,578,(1995),电视剧,老友记 第二季（未删减版） Friends Season 2 ,迈克尔·莱拜克,詹妮弗·安妮斯顿 / 柯特妮·考克斯 / 丽莎·库卓 / 马特·勒布朗 / 马修·派瑞 / 大卫·休默,喜剧 / 爱情,美国,24集已完结,1995-09-21(美国),豆瓣：9.7 
578,579,(1996),电视剧,老友记  第三季（未删减版） Friends Season 3 ,Gail Mancuso,詹妮弗·安妮斯顿 / 柯特妮·考克斯 / 丽莎·库卓 / 马特·勒布朗 / 马修·派瑞 / 大卫·休默,喜剧 / 爱情,美国,25集已完结,1996-09-16(美国),豆瓣：9.7 
579,580,(1997),电视剧,老友记 第四季（未删减版） Friends Season 4 ,Shelley Jensen,詹妮弗·安妮斯顿 / 柯特妮·考克斯 / 丽莎·库卓 / 马特·勒布朗 / 马修·派瑞 / 大卫·休默 / 丽贝卡·罗梅恩,喜剧 / 爱情,美国,24集已完结,1997-09-25(美国),豆瓣：9.7 
580,581,(1998),电视剧,老友记  第五季（未删减版） Friends Season 5 ,Kevin Bright,詹妮弗·安妮斯顿 / 柯特妮·考克斯 / 丽莎·库卓 / 马特·勒布朗 / 马修·派瑞 / 大卫·休默,喜剧 / 爱情,美国,24集已完结,1998-09-24(美国),豆瓣：9.7 
581,582,(2000),电视剧,老友记  第七季（未删减版） Friends Season 7 ,Kevin Bright,詹妮弗·安妮斯顿 / 柯特妮·考克斯 / 丽莎·库卓 / 马特·勒布朗 / 马修·派瑞 / 大卫·休默,喜剧 / 爱情,美国,24集已完结,2000-10-12(美国),豆瓣：9.7 
582,583,(2001),电视剧,老友记  第八季（未删减版） Friends Season 8 ,Kevin Bright,詹妮弗·安妮斯顿 / 柯特妮·考克斯 / 丽莎·库卓 / 马特·勒布朗 / 马修·派瑞 / 大卫·休默,喜剧 / 爱情,美国,24集已完结,2001-09-27(美国),豆瓣：9.7 
583,584,(2002),电视剧,老友记  第九季（未删减版） Friends Season 9 ,Kevin Bright,詹妮弗·安妮斯顿 / 柯特妮·考克斯 / 丽莎·库卓 / 马特·勒布朗 / 马修·派瑞 / 大卫·休默,喜剧 / 爱情,美国,24集已完结,2002-09-26(美国),豆瓣：9.7 
584,585,(2003),电视剧,老友记 第十季（未删减版） Friends Season 10 ,Kevin Bright,詹妮弗·安妮斯顿 / 柯特妮·考克斯 / 丽莎·库卓 / 马特·勒布朗 / 马修·派瑞 / 大卫·休默,喜剧 / 爱情,美国,18集已完结,2003-09-25(美国),豆瓣：9.8 
585,586,(1999),电视剧,老友记  第六季（未删减版） Friends Season 6 ,Kevin Bright,詹妮弗·安妮斯顿 / 柯特妮·考克斯 / 丽莎·库卓 / 马特·勒布朗 / 马修·派瑞 / 大卫·休默,喜剧 / 爱情,美国,25集已完结,1999-09-23(美国),豆瓣：9.7 
586,587,(2013),电影,这个高中没有鬼 มอ6/5 ปากหมา ท้าผี ,普安农,Kunatip Pinpradab / 伍瓦倫班羅薩 / 吉迪巴薩曼德坤財,喜剧 / 恐怖,泰国,高清中字,2013-10-03(泰国),豆瓣：6.0 
587,588,(2014),电影,这个高中没有鬼 2 ม.6/5ปากหมาท้าแม่นาค ,普安农,Pongpitch Preechaborisuthikul / Wanida Termthanaporn,喜剧 / 惊悚 / 恐怖,泰国,高清中字,2014-04-10,豆瓣：5.1 
588,589,(2015),电影,这个高中没有鬼 3 มอ6/5 ปากหมาท้าผี 3 ,普安农,Kunatip Pinpradub / Kittipat Samarntragulchai / Worachai Sirikongsuwan / Wiradit Srimalai / Rittichai Tasarika / Puvadol Vechwon,剧情 / 喜剧 / 恐怖,泰国,高清中字,2015-03-04(泰国),豆瓣：5.5 
589,590,(2015),电影,陪安东尼度过漫长岁月 ,秦小珍,刘畅 / 白百何 / 唐艺昕 / 白举纲 / 金世佳 / 江一燕 / 高圣远 / 布鲁斯 / 宋芸桦 / 潘虹 / 于荣光 / 卢燕,剧情 / 爱情,中国大陆,高清,2015-11-13(中国大陆),豆瓣：6.7 
590,591,(1997),午夜,病态小岛 ,Takahisa Zeze,Yumeka Sasaki / Kazuhiro Sano,剧情 / 情色,日本,高清无字幕,1997-03-28,豆瓣：4.0 
591,592,(2013),午夜,爱的幻想 Love Illusion ,카미노 후토시,亜沙美 Asami,剧情 / 情色,韩国,高清无字幕,2013-05-06,豆瓣：5.7 
592,593,(2015),福利,#舞蹈##因为红##金泫雅#ALA导师展示平面教学伴舞版本！ ,武汉MyTime舞蹈工...,武汉MyTime舞蹈工...,美拍 / 福利 / 美女 / 搞笑 / 音乐,大陆中国,美拍,2015-11-16,豆瓣：9.9 
593,594,(2015),福利,#美食#热门##请问谁有胃口~~ ,ROCKζLIFE,ROCKζLIFE,美拍 / 福利 / 美女 / 搞笑 / 音乐,大陆中国,美拍,2015-11-16,豆瓣：7.0 
594,595,(2015),福利,#电影#《放牛班的春天》里一首治愈系#音乐#有多少人曾经感动过！好听~#热门# ,ROCKζLIFE,ROCKζLIFE,美拍 / 福利 / 美女 / 搞笑 / 音乐,大陆中国,美拍,2015-11-16,豆瓣：4.4 
595,596,(2004),电影,放牛班的春天 Les choristes ,克里斯托夫·巴拉蒂,杰拉尔·朱诺 / 弗朗西斯·贝尔兰德 / 凯德·麦拉德 / Jean-Paul Bonnaire / 玛丽·布奈尔 / 让-巴蒂斯特·莫尼耶 / 马科森斯·珀林 / Grégory Gatignol / Thomas Blumenthal / Cyril,剧情 / 音乐 / 儿童,法国 / 德国 / 瑞士,高清中字,2004-10-16(中国大陆) / 2004-03-17(法国),豆瓣：9.2 
596,597,(2015),音乐,Zedd - Beautiful Now (Jason Chen x Jannine Weigel) ,Beautiful Now (Jason Chen x Jannine Weigel),Beautiful Now (Jason Chen x Jannine Weigel),音乐 / 真人秀,美国,土豆音乐,2015-07-24,豆瓣：8.4 
597,598,(2015),福利,伊素婉333 ,虾米君XI,虾米君XI,土豆 / 福利 / 美女 / 搞笑 / 音乐,韩国,土豆,2015-07-13,豆瓣：3.5 
598,599,(2015),音乐,Bad Blood - Taylor Swift (Jason Chen x Megan Nicole) ,Jason Chen,Jason Chen,土豆 / 福利 / 美女 / 搞笑 / 音乐,美国,土豆,2015-06-18,豆瓣：5.8 
599,600,(2015),音乐,Runner Up - Jason Chen Cover by Jannine Weigel ,leehomles,leehomles,土豆 / 福利 / 美女 / 搞笑 / 音乐,美国,土豆,2015-07-14,豆瓣：7.4 
600,601,(2015),福利,伊素婉20150306 2 ,泽鑫999,泽鑫999,土豆 / 福利 / 美女 / 搞笑 / 音乐,韩国,土豆,2015-03-08,豆瓣：9.7 
601,602,(2015),福利,韩国BJ果实太短的紫红裙子 ,占卜_zhanbo2000,占卜_zhanbo2000,土豆 / 福利 / 美女 / 搞笑 / 音乐,韩国,土豆,2015-05-29,豆瓣：8.2 
602,603,(2015),音乐,Backstreet Boys Medley - Jason Chen x Joseph Vincent ,Jason Chen,Jason Chen,土豆 / 福利 / 美女 / 搞笑 / 音乐,美国,土豆,2015-08-13,豆瓣：7.7 
603,604,(1974),音乐,◤ MashMike ◢ Tommie Sunshine & Halfway House feat. DJ Funk - Shake That ,MashMike,MashMike,土豆 / 福利 / 美女 / 搞笑 / 音乐,大陆中国,土豆,1974-08-01,豆瓣：2.6 
604,605,(2015),音乐,China魔术女神小熙单身喵之歌 - Angel小熙 ,Angel小熙,Angel小熙,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-16,豆瓣：6.2 
605,606,(2015),音乐,苏瑶-星月神话 - 最2女神苏瑶 ,最2女神苏瑶,最2女神苏瑶,神曲 / 音乐 / YY,大陆中国,YY神曲,2015-11-16,豆瓣：8.1 
606,607,(2014),电影,蜡笔小新：决一胜负！逆袭的机器人爸爸 クレヨンしんちゃん ガチンコ！逆襲のロボとーちゃん ,高橋渉,矢岛晶子 / 兴梠里美 / 藤原启治 / 楢桥美纪,喜剧 / 动画 / 儿童,日本,高清中字,2014-04-19(日本),豆瓣：8.3 
607,608,(2010),电视剧,毛骗 第一季 ,李洪绸 / 志微 / 于哲,安宁 / 赵宁 / 杨羽 / 黎伟 / 邢冬冬 / 车志刚 / 汪小壹 / 高兴建,剧情,中国大陆,20集已完结,2010-06(中国大陆),豆瓣：8.5 
608,609,(2011),电视剧,毛骗 第二季 ,李洪绸 / 邢冬冬 / 于哲,杨羽 / 安宁 / 邢冬冬 / 黎伟 / 邵庄 / 耿晓辉 / 于哲 / 汪甜甜,剧情 / 犯罪,中国大陆,14集已完结,2011-10-20(中国大陆),豆瓣：9.1 
609,610,(2015),电视剧,毛骗 终结篇 ,李洪绸 / 邢冬冬 / 汪小壹,杨羽 / 邵庄 / 安宁 / 邢冬冬 / 黎伟 / 汪小壹 / 王思宇 / 耿晓辉 / 石晓东 / 毕晨曦 / 包志强 / 姚梦,剧情 / 喜剧 / 动作,中国大陆,10集已完结,2015-09-10(中国大陆),豆瓣：9.6 
610,611,(2015),电视剧,龙八夷 용팔이 ,李东勋,周元 / 金泰熙 / 金美京 / 郑雄仁,剧情 / 爱情,韩国,18集已完结,2015-08-05(韩国),豆瓣：7.6 
611,612,(2015),电视剧,朝5晚9：帅气和尚爱上我 5→9 ～私に恋したお坊さん～ ,平野真,石原里美 / 山下智久 / 田中圭 / 高梨临 / 纱荣子 / 速水重道 / 古川雄辉 / 吉本实忧 / 长妻怜央 / 恒松祐里 / 寺田心 / 中村安奈 / 户田惠子 / 上岛龙兵 / 小野武彦 / 加贺麻理子 / 高田彪我,喜剧 / 爱情,日本,10集已完结,2015-10-12(日本),豆瓣：8.1 
612,613,(2015),电影,莫日根 ,王鹏程 / 克里斯多夫,张丽 / 刘娟 / 万梦琪 / 宋铮 / 张杯武 / 刘容 / 徐伟 / 房黛薇,动画 / 儿童 / 冒险,中国大陆,高清,2015-10-17(中国大陆),豆瓣：2.2 
613,614,(2015),电影,史努比：花生大电影 The Peanuts Movie ,史蒂夫·马蒂诺,诺亚·施纳普 / 比尔·莫伦茨 / 哈德利·贝尔·米勒 / 马里埃尔·希茨 / 阿纳斯塔西娅·布列季娜 / 诺亚·约翰斯顿 / 丽贝卡·布卢姆 / 马尔·马尔 / 威廉·温施 / 弗朗西斯卡·卡帕尔迪 / 维纳斯·舒尔特海斯 / 玛迪辛·希普曼 / A·J,喜剧 / 动画 / 冒险,美国,高清版,2015-11-06(美国/中国大陆),豆瓣：7.7 
614,615,(2014),电影,捡到归我 Finders Keepers ,Alexander Yellen,Steve Austin / 托宾·贝尔 / Mark DeCarlo / Joseph Gatt / 马里·帕特·格里森 / 特里尔比·格洛弗 / Michael Healey / Kristen Kerr / Ariel Llinas / 乔伊·卢曼,惊悚,美国,高清,,豆瓣：4.6 
615,616,(2014),电影,比夜更黑 Más negro que la noche ,Henry Bedwell,Zuria Vega / Adriana Louvier / 埃伦迪拉·伊瓦拉,恐怖,墨西哥 Mexico / 西班牙,高清,,豆瓣：0.0 
616,617,(2001),午夜,玉蒲团之玉女心经 ,钱文琦,李丽珍 / 舒淇 / 骆达华 / 吴毅将 / 徐锦江,情色 / 伦理 / 古装 / 成人,香港,高清国语,2001-08-12,豆瓣：6.0 
617,618,(2015),电视剧,Oh 我的维纳斯 오 마이 비너스 ,金炯锡,苏志燮 / 申敏儿 / 郑糠云 / 刘仁英,喜剧 / 爱情,韩国,16集已完结,2015-11-16(韩国),豆瓣：8.0 
618,619,(2015),电视剧,她很漂亮 그녀는 예뻤다 ,郑大允,黄静茵 / 朴叙俊 / 高俊熙 / 崔始源 / 朴有焕,剧情 / 爱情,韩国,16集已完结,2015-09-16(韩国),豆瓣：7.6 
619,620,(2014),午夜,近亲 Apaba ,韩国,韩国,剧情 / 情色,韩国,高清无字幕,2014-10-20,豆瓣：3.0 
620,621,(2014),电影,我的早更女友 ,郭在容,周迅 / 佟大为 / 钟汉良 / 张梓琳 / 郭书瑶 / 陈辉虹 / 李静 / 白客 / 吴彼 / 莫熙儿,喜剧 / 爱情,中国大陆,高清,2014-12-12(中国大陆),豆瓣：5.5 
621,622,(2011),电影,暮光之城4：破晓(上) The Twilight Saga: Breaking Dawn - Part 1 ,比尔·康顿,罗伯特·帕丁森 / 克里斯汀·斯图尔特 / 泰勒·洛特纳 / 杰克逊·拉斯波恩 / 阿什丽·格林尼 / 安娜·肯德里克 / 妮基·瑞德 / 彼得·费辛利,剧情 / 爱情 / 惊悚 / 奇幻 / 冒险,美国,高清中字,2012-10-23(中国大陆) / 2011-11-18(美国),豆瓣：6.2 
622,623,(2012),电影,暮光之城4：破晓(下) The Twilight Saga: Breaking Dawn - Part 2 ,比尔·康顿,罗伯特·帕丁森 / 克里斯汀·斯图尔特 / 泰勒·洛特纳 / 杰克逊·拉斯波恩 / 阿什丽·格林尼 / 安娜·肯德里克 / 妮基·瑞德 / 彼得·费辛利 / 伊莉莎白·里瑟 / 凯南·鲁兹 / 达科塔·范宁 / 麦克·辛 / 杰米·坎贝尔·鲍尔 / 李·佩,剧情 / 爱情 / 惊悚 / 奇幻 / 冒险,美国,高清中字,2012-11-16(美国),豆瓣：6.5 
623,624,(2008),电影,暮光之城 Twilight ,凯瑟琳·哈德威克,克里斯汀·斯图尔特 / 罗伯特·帕丁森 / 比利·伯克 / 阿什丽·格林尼 / 妮基·瑞德 / 泰勒·洛特纳 / 艾迪·盖瑟吉,剧情 / 爱情 / 惊悚 / 奇幻,美国,高清中字,2009-11-25(中国大陆) / 2008-11-21(美国),豆瓣：7.4 
624,625,(2009),电影,暮光之城2：新月 The Twilight Saga: New Moon ,克里斯·韦兹,克里斯汀·斯图尔特 / 罗伯特·帕丁森 / 泰勒·洛特纳 / 达科塔·范宁 / 安娜·肯德里克 / 杰米·坎贝尔·鲍尔 / 阿什丽·格林尼 / 麦克·辛 / 杰克逊·拉斯波恩 / 妮基·瑞德 / 彼得·费辛利 / 凯南·鲁兹 / 伊莉莎白·里瑟,剧情 / 爱情 / 惊悚 / 奇幻,美国,高清中字,2009-11-20(美国),豆瓣：6.5 
625,626,(2010),电影,暮光之城3：月食 The Twilight Saga: Eclipse ,大卫·斯雷德,克里斯汀·斯图尔特 / 罗伯特·帕丁森 / 泰勒·洛特纳 / 比利·伯克 / 阿什丽·格林尼 / 杰克逊·拉斯波恩 / 妮基·瑞德 / 凯南·鲁兹 / 伊莉莎白·里瑟 / 彼得·费辛利 / 吉尔·伯明翰 / 克里斯蒂·瑟拉图斯 / 安娜·肯德里克 / 祖蒂,剧情 / 爱情 / 惊悚 / 奇幻,美国,高清中字,2010-06-30(美国),豆瓣：6.5 
626,627,(2015),午夜,有时候想当明星 ,황상원,곽민준 / 최임경,剧情 / 情色,韩国,高清,2015-11-06,豆瓣：5.7 
627,628,(2014),午夜,杜蕾斯的女孩 ,杜蕾斯,杜蕾斯,剧情 / 情色,韩国,高清无字幕,2014-10-20,豆瓣：8.0 
628,629,(2015),午夜,东京无国籍少女 東京無国籍少女 ,押井守,清野菜名 / 金子ノブアキ / 田中日奈子 / 吉永アユリ / 花影香音 / りりィ / 本田博太郎,剧情,日本,高清中字,2015-07-25(日本),豆瓣：3.9 
629,630,(2015),电影,性治疗师 ,清茶咖啡,苏贯永 / 黄伟 / 玛丽,剧情,中国大陆,高清,2015-05-15,豆瓣：0.0 
630,631,(2015),电影,咒怨：完结篇 呪怨 ザ・ファイナル ,落合正幸,平爱梨 / 桐山涟 / 小野乃乃香 / 柳百合菜 / 松浦雅 / RIMI / 中原果南 / 最所美咲 / 小林飒 / 绯田康人 / 黑岛结菜 / 袴田吉彦 / 佐佐木希 / HIKAKIN / 矢吹春奈,悬疑 / 恐怖,日本,高清中字,2015-06-20(日本),豆瓣：4.8 
631,632,(2012),电影,四平青年 ,张浩,张浩 / 蓝波 / 张赢 / 李野 / 王晓哲,喜剧 / 友情 / 爱情 / 剧情 / 网络剧,中国大陆,高清国语,2012-11-11,豆瓣：6.0 
632,633,(2014),午夜,唐伯虎冲上云霄 ,张敏,杜汶泽 / 陈静 / 林子聪 / 何浩文,搞笑 / 色情,香港,高清粤语,2014-10-01,豆瓣：6.0 
633,634,(2012),电影,007：大破天幕杀机 Skyfall ,萨姆·门德斯,丹尼尔·克雷格 / 朱迪·丹奇 / 哈维尔·巴登 / 拉尔夫·费因斯 / 娜奥米·哈里斯 / 贝纳尼丝·玛尔洛 / 阿尔伯特·芬尼 / 本·卫肖 / 罗里·金奈尔 / 奥拉·拉佩斯 / 海伦·麦克洛瑞 / 尼古拉斯·伍德森 / Bill Buckhurst,动作 / 惊悚 / 犯罪 / 冒险,英国 / 美国,高清中字,2013-01-21(中国大陆) / 2012-10-26(英国),豆瓣：6.9 
634,635,(2006),电影,007：大战皇家赌场 Casino Royale ,马丁·坎贝尔,丹尼尔·克雷格 / 伊娃·格林 / 麦斯·米科尔森 / 朱迪·丹奇 / 杰弗里·怀特 / 吉安卡罗·吉安尼尼,动作 / 惊悚 / 犯罪,美国 / 英国 / 德国 / 捷克 Czech Republic / 巴哈马 Bahamas,高清中字,2007-01-30(中国大陆) / 2006-11-17(美国),豆瓣：7.3 
635,636,(2008),电影,007：大破量子危机 Quantum of Solace ,马克·福斯特,丹尼尔·克雷格 / 朱迪·丹奇 / 欧嘉·柯瑞兰寇 / 马修·阿马立克 / 杰玛·阿特登,动作 / 惊悚 / 冒险,英国 / 美国,高清中字,2008-11-05(中国大陆) / 2008-10-31(英国),豆瓣：6.4 
636,637,(2015),电视剧,前女友俱乐部 구여친클럽 ,权锡章,宋智孝 / 卞耀汉 / 李允芝 / 张智恩 / 柳和荣,喜剧 / 爱情,韩国,12集已完结,2015-05-08,豆瓣：6.7 
637,638,(2012),电影,创可贴 반창꼬 ,郑基训,韩孝珠 / 高修,剧情 / 爱情,韩国,高清中字,2012-12-19(韩国),豆瓣：7.3 
